재배유형,날짜,요일,추천작업,작업설명,이시기_주의사항
봄재배,2026-05-12,화,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-13,수,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-14,목,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-15,금,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-16,토,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-17,일,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-18,월,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-19,화,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-20,수,물 관리 & 병해충 방제,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
봄재배,2026-05-21,목,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-22,금,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-23,토,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-24,일,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-25,월,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-26,화,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-27,수,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-28,목,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-29,금,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-30,토,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-05-31,일,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-01,월,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-02,화,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-03,수,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-04,목,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-05,금,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-06,토,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-07,일,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-08,월,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-09,화,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-10,수,물 관리 & 병해충 방제 · 수확,덩이줄기 비대기에 물이 가장 많이 필요. 물빠짐도 관리. / 잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-11,목,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-12,금,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-13,토,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-14,일,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-15,월,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-16,화,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-17,수,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-18,목,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-19,금,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-20,토,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-21,일,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-22,월,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
봄재배,2026-06-23,화,수확,잎·줄기가 노랗게 변하면 수확 적기.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
