서비스ID,서비스명,서비스분야,서비스목적요약,지원내용,선정기준,소관기관명,소관기관유형,부서명,사용자구분,신청기한,신청방법,접수기관,전화문의,상세조회URL,조회수,_매칭키워드
154300000061,전통발효식품육성,농림축산어업,전통식품산업 사업자에게 전통식품·주 기반종성 및 식품명인 발굴 육성,"○ 전통식품산업진흥 : 전통식품산업 세분화 조사, 발효미생물상품화지원사업 등 전통식품 산업진흥 기반조성 및 활성화

○ 전통주산업진흥 : 주류산업정보 실태조사, 찾아가는 양조장사업, 발효제 보급사업 등 전통주 산업진흥 기반구축 및 활성화

○ 식품명인 발굴 육성 
  - 우수한 우리식품의 계승ㆍ발전을 위한 식품제조ㆍ가공ㆍ조리 등 분야를 정하여 식품명인으로 지정.육성
  - 식품명인의 발굴과 발굴된 명인 및 제품에 대해 홍보 및 판로 확대
   ㆍ(식품명인 지정 대상) 해당 식품 제조.가공.조리 분야에 계속해서 20년 이상 종사한 자
   ㆍ전통식품의 제조.가공.조리방법을 원형대로 보전하고 있으며 이를 그대로 실현할 수 있는 자
   ㆍ식품명인으로부터 보유기능에 대한 전수교육을 5년(식품명인 사망 시는 2년) 이상 받고 10년 이상 그 업에 종사한 자

○ 식품명인체험홍보관 
  - (명칭/위치) 한국전통식품문화체험관 이음(Eeum) / 서울 역삼동 621-16, (1층) 전통주 갤러리, (2~3층) 식품명인 체험홍보관
  - (전시) 전통식품 관련 콘텐츠, 제품, 주기 및 식기 등
  - (교육) 역사ㆍ문화, 제조방법, 특성, 어울리는 음식, 음용방법 등 
  - (체험) 명인의 전통식품 만들기, 전통식품 요리강좌, 전통주 테이스팅 및 술 담그기, 다도 체험 등
  - (판매.임대) 명인제품, 전통주 판매 및 카페 운영 / 교육 공간 임대   
   
○ 발효미생물상품화지원
  - 지원자격 및 요건
   ㆍ(종균보급기관) 유용균주를 확보하고 있으면서 보급이 가능한 기관
   ㆍ(제조업체) 장류, 식초류를 제조하는 식품기업, 영농조합법인, 농업회사법인 등   
  - 사업내용
   ㆍ(종균 보급) 장류, 식초류 제조업체 맞춤형 유용균주 보급
   ㆍ(상품화) 공급받은 유용균주를 활용하여 제품개발 및 상품화

○ 찾아가는 양조장 
  - 사업목적
   ㆍ지역의 우수 양조장을 선정하여 생산에서 관광, 체험까지 연계된 복합 공간으로 고도화
   ㆍ양조장의 6차 산업화 추진으로 관광 활성화 및 국내 농산물 사용확대 등 지역경제 활성화 도모
  - 사업내용
   ㆍ(신규 선정) 지자체 매칭사업으로 지방비 확보 가능한 양조장 선정
   ㆍ(맞춤형 지원) 전문기관을 통해 컨설팅 및 홍보마케팅 지원
   ㆍ(사업비지원) 1년차 48백만원(농식품부 24, 지자체 24), 2년차 48백만원    
   ㆍ(지원비율) 총 집행액의 80% (자부담 20%)

○ 김치종균 보급사업
  - (사업목적) 김치의 맛·품질을 향상시키는 김치 종균을 중소 김치 업체 등에 보급·지원함으로써 국산 김치의 품질 경쟁력 제고 및 수출증대에 기여
  - (사업내용) 세계김치연구소가 종균을 생산하여 김치업체에 무료로 공급하고, 정부가 생산비를 보조
  - (지원대상) 중소 김치제조업체 
  - (지원규모) 연간 7,000kg 이내    
  - (지원비율) 100% (일부 자부담이 있을 수 있음)

○ 김원료공급단지 구축
  - (사업목적) 김치원료 공급단지 조성을 통해 김치원료 수급 안정 및 수출 경쟁력 확보로 국내 김치산업 육성 및 세계화 추진
  - (사업내용) ① 김치원료 수급 안정을 위한 원료 저온저장 시설 및 ② 절임배추 생산시설 조성을 통해 김치업체의 안정적 원료 조달 지원
  - (지원대상) 총 3개 지자체(충북 괴산, 전남 해남, 전북 고창)
  - (지원비율) 40%",○ 세부 사업별로 사업자 모집이 필요한 경우 한국농수산식품유통공사 홈페이지를 통한 사업자 모집 공고 후 접수된 사업 신청서를 검토·평가하여 사업 대상자를 선정,농림축산식품부,중앙행정기관,식품외식산업과,개인||법인/시설/단체,각 사업별 신청기한 별도 공지,기타 온라인신청||방문신청,한국농수산식품유통공사,한국농수산식품유통공사/061-931-0731,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000061,2641,"농업,영농"
154300000068,과실전문 생산단지 기반조성 지원,농림축산어업,"과수주산지등 집단화된 지구에게 배수로,경작로등 과수생산 및 출하기반 구축","○ 과수 주산지를 대상으로 용수 공급, 배수로 및 경작로 등 과수생산 및 출하 기반 구축
 - 용수원개발(관정, 양수장 등), 경작로 정비(진입로, 경작 농로 확장·포장), 과원경지정리(원지형을 이용한 과원 경지정리, 토사유실방지 축대 설치 등)","○ FTA기금 과수생산유통지원사업 추진 지역 중 개소당 사업규모가 30ha 이상(최소 10ha이상) 집단화된 지구 
○ 지방비 부담이 가능하며, 사업추진에 필요한 사유지 기부채납, 사업수혜농가들의 전속출하(생산량의 80%이상) 실적이 높은 지구, 사업완료 후 생산유통통합조직에 전속출하(생산량의 80%이상)하는 지구 등 최우선 지원 
○ 거점산지유통센터(APC)와 연계추진이 가능한 지구 우선 지원
○ 품목별 생산자 조직이 잘 운영되고 있으며, 농산물의 공동출하․공동계산이 잘되고 있는 지구
○ GAP 집단인증을 받은 지구, 수혜농가의 농업재해보험 가입률이 높은 지구 우선 지원
○ 집단화 규모가 큰 과실전문생산(수출)단지 위주로 우선 정비
○ 종합적 과원관리를 필요로 하는 집단화된 과수재배 주산단지 정비
○ 타법․타사업 등에 저촉되지 않는 지구
○ 사업완료 후 시설물에 대하여 농업인이 자체적으로 경비를 부담하고 유지 관리하여야 함을 감안하여 농업인 자체 유지관리 조직 구성 및 운영이 활발하며, 시설 활용도가 높고 선량한 유지관리가 가능한 지구
○ 국도, 지방도, 농어촌도로 등 기간도로와 연결이 용이하여 농산물 유통에 유리한 지구
○ 밭작물공동경영체육성지원사업 대상지역 우선지원
○ 지역 행복생활권 계획과 연계된 지구는 선정 시 가점 부여
○ 해당 지자체(시·군·구)에서 공공급식지원에 관한 조례가 제정되었거나, 지역 푸드플랜 계획을 수립한 지자체 또는 먹거리 계획 협약을 맺은 경우 가점부여",농림축산식품부,중앙행정기관,원예경영과,법인/시설/단체,접수기관 별 상이,방문신청,원예경영과,농림축산식품부 원예경영과/044-201-2255,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000068,1671,"농업,농가"
154300000078,농산물자조금 지원,농림축산어업,"농산물자조금 단체에게 소비촉진 홍보비,시장개척비,사무국 운영비등 지원","○ 농산물 판로확대 및 농가소득 증진을 위하여 생산자단체에 소비촉진 홍보비, 시장개척비, 사무국 운영비 등 지원",○ 의무자조금단체 전년도 운영실적 평가 등을 통해 예산 배정,농림축산식품부,중앙행정기관,원예산업과,법인/시설/단체,접수기관 별 상이,방문신청,품목 담당부서,농림축산식품부 원예산업과/044-201-2235,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000078,1930,농가
154300000080,농산물산지유통활성화지원(산지조직지원),농림축산어업,"농산물 마케팅, 홍보 및 농가조직화 비용 지원","○ 농산물 마케팅, 홍보 및 농가조직화 비용 지원","○ 농림축산식품부에서 매년 9월, 별도의 공고 등을 통해 생산유통 통합조직 선정",농림축산식품부,중앙행정기관,유통정책과,법인/시설/단체,사업계획 및 실적을 APC 지원시스템에 입력(세부일정 등은 별도 공지),기타 온라인신청,시·군·구청,한국농수산식품유통공사/061-931-1032,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000080,1652,농가
154300000081,산지유통활성화지원,농림축산어업,"농협조직, 농업법인, 협동조합과 같은 산지유통조직의 원물확보자금등 융자 지원 ",○ 산지유통조직의 원물확보자금 등 융자 지원,"○ 생산유통통합조직으로 승인(또는 등록) 요건을 갖춘 조직
 - 세부사항은 사업시행지침 참조",농림축산식품부,중앙행정기관,유통정책과,법인/시설/단체,사업계획 및 실적을 APC 지원시스템에 입력(세부일정 등은 별도 공지),기타 온라인신청,,농협은행/02-2080-7585,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000081,1728,농업
154300000087,국내채종기반구축사업,농림축산어업,"국내 채종을하는  종자업체에 농업인과 채종계약을 하고, 지급한 종자 수매대금 50%를 지원","○ 국내 채종 종자업체가 농업인과 채종계약을 하고 실제 지급한 종자수매대금의 50%를 종자업체에 지원
 - 대상품목 : 채소 전품목(옥수수, 참깨, 들깨, 강낭콩 포함)
 - 양파는 실생종자 생산 재배건만 해당(종구생산 재배건은 제외)","○ 종자업(채소)을 3년 이상 영위하고 있어야 함
 - 최근 2년간 종자 수출실적이 있는 경우는 종자업 영위 2년 이상

○ 신청품종은 품종보호출원(또는 품종보호등록)품종 또는 생산·판매 신고 품종이어야 함(단, 수출전용품종은 예외)
  - 외국업체가 외국에서 육성하여 단순 국내 위탁채종하는 품종은 제외",농림축산식품부,중앙행정기관,종자산업지원과,법인/시설/단체,매년 1월,방문신청||직접입력,농림축산식품부 국립종자원 종자산업지원과,국립종자원 종자산업지원과/054-912-0162,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000087,1657,농업
154300000092,GAP인증 및 이력추적관리 유통활성화 등 지원 사업,농림축산어업,"GAP인증 생산 농업인,소비자,유통업자등에게 대중매체,업체참여홍보등 지원","○ 농산물우수관리(GAP) 및 농산물이력추적제도의 생산자·소비자·유통자 인지도 제고를 위한 영상송출 등 대중매체 홍보, 유통·급식업체 참여 홍보, GAP 우수사례경진대회 및 기획홍보전 개최 등",○ 공모를 통한 평가 후 선정,농림축산식품부,중앙행정기관,인증관리과,개인,접수기관 별 상이,방문신청,농림축산식품부 국립농산물품질관리원 인증관리과,국립농산물품질관리원 인증관리과/054-429-4149,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000092,2355,농업
154300000093,친환경농산물 인증활성화 사업,농림축산어업,"친환경농축산물 인증농가･기관에게 교육,현장조사 기기등 지원","○ 인증기관 종사자 교육 운영

○ 인증사업자 의무교육",○ 친환경 인증을 신청한 농가 또는 인증기관 중 서류 및 현장심사를 통과한 자,농림축산식품부,중앙행정기관,인증관리과,개인,접수기관 별 상이,방문신청,친환경인증기관협회,친환경인증기관협회/031-295-8185,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000093,3428,농가
154300000110,밭작물공동경영체 육성 지원,농림축산어업,"공동경영체를 운영하는 농업법인,농협,협동조합에게 시설,장비,컨설팅등 지원","○ 역량강화 : 생산농가 조직화 교육 및 조직 결성, 컨설팅 비용
 - 공동경영체 운영체계(공동경영체 운영위원회 설치, 제도ㆍ규약 마련 등) 수립, 생산역량혁신 계획수립(품종선택, 영농기술, 작부체계, 농기계공동운영, 경영비 절감 등)을 위한 컨설팅 및 교육(재배기술, 농기계 조작·관리, GAP 인증 취득, 공동생산 선진지 견학 비용 등) 
  * ‘지역 농발계획’에 포함된 ‘밭작물 공동경영체 육성계획’을 토대로 실시한 기초역량 진단 결과 초기 단계에 해당하는 경우 역량강화를 위한 교육·컨설팅을 1년 차에 반드시 포함
  * 단, 기초역량 진단 결과 정착․심화단계일 경우라도 교육 및 컨설팅 수요가 있는 경우 심사를 통해 지원 가능 
  * GAP 인증 절차에 필요한 분석비는 ‘주산지 GAP 토양ㆍ용수 안전성 분석지원사업’으로 지원 가능

○ 생산비 절감 : 공동영농에 필요한 기계류(파종기, 정식기, 방제기, 수확기 등)
  * 구매 시에는 한국농기계공업협동조합의 품질보증을 받은 제품을 사용

○ 품질관리
 ① 고품질 농산물 생산에 필요한 공동육묘장, 비가림시설, 공동선별 및 포장시설, GAP인증 시설 등의 설치비(토지 제외)
 ② 상품화 경쟁력 강화를 위한 시설‧장비(건조시설, 공동선별시설 및 포상시설, 저온저장고, 일반저장고, 가공시설, 6차 산업과 연계된 시설 등) 
  * 공동영농에 필요한 시설ㆍ장비 여부는 사업자 선정 현장심사 시 판단하되 과잉보유 장비 추가 신청은 불가
  * 기존 보유 시설에 대한 증축, 보완 등 개보수를 우선 지원하고, 신규시설 설치는 되도록 지양

○ 주산지협의체 운영(예산에 따른 역할 및 구성 계획 반영)
  - 지자체 주도로 생산자 조직, 통합마케팅 조직, aT, 농어촌공사, KREI, 전문가 등 관계기관이 참여하는 주산지협의체 운영에 한 최소한의 회의비 등",○ 사업시행지침 참고(www.mafra.go.kr),농림축산식품부,중앙행정기관,원예산업과,법인/시설/단체,전년도 4~5월,방문신청,시·군·구청,농림축산식품부 원예산업과/044-201-2235,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000110,2204,"농업,영농,농가"
154300000113,식품소재 및 반가공산업 육성,고용·창업,"생산자단체,식품기업에게 생산,유통등을 위한 시설 및 장비 지원",○ 식품소재·반가공품 생산·유통·상품화연구 등을 위한 시설 및 장비,"○ 농식품부 재정사업관리 기본규정에 따른 농업법인 지원요건 등 준수
 - 농업경영체 DB에 등록, 총출자금 1억원 이상, 자부담금 확보, 설립 후 운영실적 1년 이상 등

○ 중복수혜불가 조건
 - 농업경영체 등록DB, 마을DB(농산어촌지역개발 공간정보시스템), FRIS(농식품 R&D 통합정보시스템) 등을 반드시 확인하여 중복·편중지원 방지
 - 사업신청자의 최근 5년간 지원받은 정책자금 내역을 확인하여 중복·편중지원 방지
 - 유사자금의 경우 2회 지원시 사업성과를 반드시 평가하고 지원여부를 결정하여야 하며, 최대 3회까지만 지원",농림축산식품부,중앙행정기관,푸드테크정책과,법인/시설/단체,신청기한 별도 공지(매년 6월 이후),방문신청,각 시·도 광역 자치단체 및 시·군 기초 자치단체 ,농림축산식품부 푸드테크정책과/044-201-2125,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/154300000113,1839,농업
